event_id,open_date,event_name,home,away,total_matched,backp1_a,backp1_b,sentiment_score_st_a,sentiment_score_st_b,sentiment_score_lt_a,sentiment_score_lt_b,volume_st_a,volume_st_b,volume_lt_a,volume_lt_b,wgted_players_sentiment_a,wgted_players_sentiment_b,wgted_players_sentiment_st_a,wgted_players_sentiment_st_b,volume_players_a,volume_players_b,volume_players_st_a,volume_players_st_b,volume_players_st_previous_a,volume_players_st_previous_b,date_data,date_sentiment_a,date_sentiment_b,date_odds,final_result
28994041,"2018-11-24 15:00:00","Fulham v Southampton",Fulham,Southampton,81133.73,2.74,2.82,77,67,59,46,1928,2580,34336,28211,68,53,79,84,3572,11313,298,526,456,496,2018-11-23,"2018-11-23 00:00:00","2018-11-23 00:00:00","2018-11-30 23:41:33",1
28994045,"2018-11-24 15:00:00","Man Utd v C Palace","Man Utd","Crystal Palace",111771.34,1.45,8.6,60,77,62,62,27839,2452,418027,31686,71,59,74,79,173647,6671,13080,457,14000,463,2018-11-23,"2018-11-23 00:00:00","2018-11-23 00:00:00","2018-11-30 23:41:33",3
28994042,"2018-11-24 15:00:00","Watford v Liverpool",Watford,Liverpool,98266.84,6.2,1.59,78,72,77,65,1961,22564,14773,264257,86,84,73,87,4891,207106,418,18474,380,19941,2018-11-23,"2018-11-23 00:00:00","2018-11-23 00:00:00","2018-11-30 23:41:33",2
28994038,"2018-11-24 15:00:00","West Ham v Man City","West Ham","Man City",396434.98,14,1.24,74,65,67,64,3442,9689,39608,148520,57,72,56,77,26967,86575,1562,6115,1761,5956,2018-11-23,"2018-11-23 00:00:00","2018-11-23 00:00:00","2018-11-30 23:41:33",2
28982321,"2018-11-11 16:30:00","Arsenal v Wolves",Arsenal,Wolves,104999.64,1.68,5.8,73,74,80,76,32054,1806,301120,25263,86,76,78,76,188767,7133,28532,425,26351,505,2018-11-10,"2018-11-10 00:00:00","2018-11-10 00:00:00","2018-11-17 23:41:34",3
28974314,"2018-11-11 16:30:00","Man City v Man Utd","Man City","Man Utd",367697.98,1.4,8.4,55,75,70,65,28084,107758,129364,477913,76,76,64,82,79271,173494,22199,41161,19274,43613,2018-11-10,"2018-11-10 00:00:00","2018-11-10 00:00:00","2018-11-17 23:41:34",1
28982319,"2018-11-11 14:15:00","Chelsea v Everton",Chelsea,Everton,48477.23,1.43,8.2,74,76,74,80,21309,8265,217140,70645,82,87,80,78,61684,24856,3741,2113,4358,2510,2018-11-10,"2018-11-10 00:00:00","2018-11-10 00:00:00","2018-11-17 23:41:34",3
28982320,"2018-11-11 12:00:00","Liverpool v Fulham",Liverpool,Fulham,154063.09,1.1,30,59,61,68,55,21838,2961,253231,26655,85,69,78,76,167053,3087,13481,156,14402,548,2018-11-10,"2018-11-10 00:00:00","2018-11-10 00:00:00","2018-11-17 23:41:34",1
28974277,"2018-11-10 17:30:00","C Palace v Tottenham","Crystal Palace",Tottenham,92685.87,4.6,1.89,71,68,65,65,2347,25523,33525,149305,55,80,72,80,6277,52437,788,8626,842,8446,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",2
28974298,"2018-11-10 15:00:00","Huddersfield v West Ham",Huddersfield,"West Ham",36302.01,3.45,2.36,77,78,79,65,2203,3329,16974,41011,93,57,77,75,2996,20698,565,5112,485,5336,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",3
28974297,"2018-11-10 15:00:00","Leicester v Burnley","Leicester City",Burnley,82039.45,1.53,7.8,78,75,60,70,4521,1028,137809,12725,75,81,72,77,20764,1027,1349,85,1399,105,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",3
28974296,"2018-11-10 15:00:00","Newcastle v Bournemouth",Newcastle,Bournemouth,43975.93,2.98,2.58,74,86,52,82,4734,3728,57739,19381,64,90,77,93,5193,6533,329,2181,346,1968,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",1
28974295,"2018-11-10 15:00:00","Southampton v Watford",Southampton,Watford,34125.75,2.56,3.05,59,75,49,83,4153,1182,18287,13512,61,85,75,77,3793,4677,354,503,385,471,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",3
28974276,"2018-11-10 12:30:00","Cardiff v Brighton",Cardiff,Brighton,84752.98,2.6,3.2,74,71,87,75,1065,1454,12913,18317,87,86,75,78,2262,5492,267,394,256,580,2018-11-09,"2018-11-09 00:00:00","2018-11-09 00:00:00","2018-11-16 23:41:33",1
28946462,"2018-11-05 20:00:00","Huddersfield v Fulham",Huddersfield,Fulham,74073.96,2.42,3.25,75,69,79,67,1236,3606,14805,23538,90,75,81,79,2557,3186,581,477,642,529,2018-11-04,"2018-11-04 00:00:00","2018-11-04 00:00:00","2018-11-11 23:41:34",1
28946460,"2018-11-04 16:00:00","Chelsea v C Palace",Chelsea,"Crystal Palace",114550.23,1.29,12.5,72,57,77,65,24801,4264,229402,31767,84,63,80,66,74946,6924,3656,619,3545,736,2018-11-03,"2018-11-03 00:00:00","2018-11-03 00:00:00","2018-11-10 23:41:33",1
28946453,"2018-11-04 15:00:00","Man City v Southampton","Man City",Southampton,254716.92,1.12,30,68,69,76,59,14832,957,112794,10996,78,59,74,78,61251,4082,7786,237,8407,231,2018-11-03,"2018-11-03 00:00:00","2018-11-03 00:00:00","2018-11-10 23:41:33",1
28946456,"2018-11-03 19:45:00","Wolves v Tottenham",Wolves,Tottenham,79821.02,3.3,2.38,79,72,81,66,2571,24581,26091,150089,77,80,78,83,8517,53859,628,8875,583,9436,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",2
28946458,"2018-11-03 17:30:00","Arsenal v Liverpool",Arsenal,Liverpool,347804.44,3.9,1.99,73,78,83,77,29033,21591,287632,240947,88,88,75,87,171945,164833,11772,36792,10940,32819,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",3
28946452,"2018-11-03 15:00:00","Cardiff v Leicester",Cardiff,"Leicester City",117990.44,3.7,2.2,75,70,84,58,1180,14176,13486,123832,85,77,77,77,2431,21752,146,1492,156,4081,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",2
28946454,"2018-11-03 15:00:00","Everton v Brighton",Everton,Brighton,68539.89,1.62,6.6,77,76,82,80,6288,1746,65853,20148,86,86,75,72,24687,6473,1288,455,1243,718,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",1
28946451,"2018-11-03 15:00:00","Newcastle v Watford",Newcastle,Watford,86780.4,2.8,2.84,53,80,47,81,7141,1421,63515,13713,62,84,59,77,4418,4940,1820,541,1412,709,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",1
28946455,"2018-11-03 15:00:00","West Ham v Burnley","West Ham",Burnley,91609.71,1.73,5.8,54,76,58,71,6836,1270,40519,11567,53,77,69,76,16116,1134,1607,109,1705,76,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",1
28946457,"2018-11-03 12:30:00","Bournemouth v Man Utd",Bournemouth,"Man Utd",129914.27,3.65,2.12,77,77,81,59,2965,27677,16263,489948,90,73,78,83,4635,141583,475,19119,480,21654,2018-11-02,"2018-11-02 00:00:00","2018-11-02 00:00:00","2018-11-09 23:41:33",2
28935181,"2018-10-29 20:00:00","Tottenham v Man City",Tottenham,"Man City",171159.01,4.9,1.76,61,77,69,78,14313,8470,129802,107998,81,80,77,77,49276,60045,4484,4343,5402,5860,2018-10-28,"2018-10-28 00:00:00","2018-10-28 00:00:00","2018-11-04 23:41:33",2
28935183,"2018-10-28 16:00:00","Man Utd v Everton","Man Utd",Everton,146862.12,1.77,5.2,52,78,55,84,40375,7742,597081,67035,67,88,66,86,128372,25679,11729,4392,15773,3630,2018-10-27,"2018-10-27 00:00:00","2018-10-27 00:00:00","2018-11-03 23:41:33",1
28935184,"2018-10-28 13:30:00","Burnley v Chelsea",Burnley,Chelsea,60919.74,11,1.37,76,77,76,80,1202,29538,11487,237690,79,86,80,86,1082,93333,90,10656,45,13407,2018-10-27,"2018-10-27 00:00:00","2018-10-27 00:00:00","2018-11-03 23:41:33",2
28935186,"2018-10-28 13:30:00","C Palace v Arsenal","Crystal Palace",Arsenal,106797.99,4.6,1.78,70,80,67,86,2536,35613,26406,279037,82,90,82,85,5135,171791,338,27574,298,46735,2018-10-27,"2018-10-27 00:00:00","2018-10-27 00:00:00","2018-11-03 23:41:33",3
28935040,"2018-10-27 16:30:00","Leicester v West Ham","Leicester City","West Ham",51248.32,2.18,3.75,67,72,75,65,3286,3404,26626,46100,83,63,69,82,15339,18505,1337,946,2067,1166,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",3
28934997,"2018-10-27 14:00:00","Brighton v Wolves",Brighton,Wolves,23787.54,3.25,2.52,74,78,84,83,1760,2263,18048,26980,90,78,82,81,5667,9474,508,453,553,314,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",1
28935001,"2018-10-27 14:00:00","Fulham v Bournemouth",Fulham,Bournemouth,30375.39,2.98,2.38,72,77,73,83,2421,1260,20610,13458,81,93,79,82,2969,4317,704,318,368,355,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",2
28935177,"2018-10-27 14:00:00","Liverpool v Cardiff",Liverpool,Cardiff,123551.58,1.11,30,84,75,77,86,40265,1334,262940,13094,89,87,89,81,143236,2528,27056,444,23911,448,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",1
28935000,"2018-10-27 14:00:00","Southampton v Newcastle",Southampton,Newcastle,61291.03,2.14,3.95,68,58,69,50,1092,5459,11355,64408,71,66,80,81,4968,2660,298,366,273,339,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",3
28934999,"2018-10-27 14:00:00","Watford v Huddersfield",Watford,Huddersfield,73497.03,1.76,5.6,75,77,78,84,1156,1146,14701,13558,78,94,81,81,4838,3617,304,648,321,600,2018-10-26,"2018-10-26 00:00:00","2018-10-26 00:00:00","2018-11-02 23:41:33",1
28933119,"2018-10-22 19:00:00","Arsenal v Leicester",Arsenal,"Leicester City",184498.09,1.56,6.4,83,85,84,81,17483,3183,239102,22806,88,87,86,86,125702,15106,7399,1591,9056,2343,2018-10-21,"2018-10-21 00:00:00","2018-10-21 00:00:00","2018-10-28 23:56:33",1
28921896,"2018-10-21 15:00:00","Everton v C Palace",Everton,"Crystal Palace",71372.65,1.87,4.8,89,84,79,74,6930,2391,64798,24950,84,82,89,83,20872,5987,1991,286,2389,387,2018-10-20,"2018-10-20 00:00:00","2018-10-20 00:00:00","2018-10-27 23:41:33",1
28921876,"2018-10-20 16:30:00","Huddersfield v Liverpool",Huddersfield,Liverpool,254640.3,12,1.33,84,84,78,80,1495,15325,12184,272983,94,89,85,88,3573,172769,126,11304,102,12248,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",2
28921880,"2018-10-20 14:00:00","Bournemouth v Southampton",Bournemouth,Southampton,81331.15,2.1,3.75,85,80,82,68,1308,1210,13216,12234,93,70,94,85,4273,5579,1278,354,1051,382,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",3
28921878,"2018-10-20 14:00:00","Cardiff v Fulham",Cardiff,Fulham,52139.92,2.52,2.98,81,85,77,82,675,1813,12397,19667,76,84,84,84,1338,3007,95,268,93,237,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",1
28933117,"2018-10-20 14:00:00","Man City v Burnley","Man City",Burnley,154326.64,1.09,34,87,84,75,78,7078,1049,120549,12437,76,86,81,84,65641,1685,5511,122,7439,121,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",1
28921879,"2018-10-20 14:00:00","Newcastle v Brighton",Newcastle,Brighton,54940.77,2.24,3.9,68,84,55,81,4913,1196,60693,16688,71,88,80,83,3096,5093,442,538,358,427,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",2
28921881,"2018-10-20 14:00:00","West Ham v Tottenham","West Ham",Tottenham,93995.08,4.1,1.93,57,84,71,74,5152,7161,49721,125477,66,82,55,79,20042,50613,2371,7900,1788,10232,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",2
28921882,"2018-10-20 14:00:00","Wolves v Watford",Wolves,Watford,78209.07,1.78,5.5,88,82,86,73,2110,1004,31749,14649,81,78,76,85,11259,4287,1026,213,972,297,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",2
28921875,"2018-10-20 11:30:00","Chelsea v Man Utd",Chelsea,"Man Utd",375092.65,1.75,5.2,84,71,82,55,16789,30897,232978,610686,88,65,83,85,100583,137691,6510,10509,5715,11963,2018-10-19,"2018-10-19 00:00:00","2018-10-19 00:00:00","2018-10-26 23:56:33",3
28906153,"2018-10-07 15:30:00","Liverpool v Man City",Liverpool,"Man City",194392.76,2.56,2.9,62,79,83,77,42291,11928,350302,109622,89,80,82,79,193955,64876,12067,6953,18908,9854,2018-10-06,"2018-10-06 00:00:00","2018-10-06 00:00:00","2018-10-13 23:41:33",3
28906152,"2018-10-07 13:15:00","Southampton v Chelsea",Southampton,Chelsea,116476.25,6.2,1.63,77,77,73,82,809,25196,11585,220372,84,89,80,84,5402,106701,547,10410,1465,9950,2018-10-06,"2018-10-06 00:00:00","2018-10-06 00:00:00","2018-10-13 23:41:33",2
28906150,"2018-10-07 11:00:00","Fulham v Arsenal",Fulham,Arsenal,438729.89,5.8,1.58,83,85,83,80,1964,30109,18430,221058,83,84,81,84,3291,100342,296,11467,276,11311,2018-10-06,"2018-10-06 00:00:00","2018-10-06 00:00:00","2018-10-13 23:41:33",2
28906148,"2018-10-06 16:30:00","Man Utd v Newcastle","Man Utd",Newcastle,231919.86,1.48,8.6,43,54,57,55,80854,7755,514643,58400,68,78,62,81,161619,4837,14858,142,15370,173,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",1
28906146,"2018-10-06 14:00:00","Burnley v Huddersfield",Burnley,Huddersfield,173278.1,2.16,4.3,77,78,73,78,993,972,14069,11487,89,87,79,81,1639,4780,78,733,84,779,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",3
28906144,"2018-10-06 14:00:00","C Palace v Wolves","Crystal Palace",Wolves,50638.57,2.96,2.72,75,82,79,86,2532,2755,23873,30329,80,77,86,85,8145,9756,1365,677,1415,685,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",2
28906143,"2018-10-06 14:00:00","Leicester v Everton","Leicester City",Everton,79047.85,2.26,3.5,85,61,79,72,1934,8436,23969,66746,89,83,92,71,15809,22434,3279,2915,2985,2335,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",2
28906147,"2018-10-06 14:00:00","Tottenham v Cardiff",Tottenham,Cardiff,158982.67,1.25,13,70,76,66,84,34861,1576,160394,11916,71,87,82,81,71953,1449,9391,118,8892,203,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",1
28906142,"2018-10-06 14:00:00","Watford v Bournemouth",Watford,Bournemouth,59126.05,2.12,3.8,80,74,82,80,1197,1694,17464,10903,83,89,81,82,6077,2998,623,360,497,497,2018-10-05,"2018-10-05 00:00:00","2018-10-05 00:00:00","2018-10-12 23:41:33",2
28906165,"2018-10-05 19:00:00","Brighton v West Ham",Brighton,"West Ham",62361.33,2.8,2.82,75,69,75,79,1121,4599,15333,53093,85,74,81,69,5156,18536,368,1878,769,2018,2018-10-04,"2018-10-04 00:00:00","2018-10-04 00:00:00","2018-10-11 23:41:34",1
28897382,"2018-10-01 19:00:00","Bournemouth v C Palace",Bournemouth,"Crystal Palace",55974.15,2.3,3.35,84,83,81,76,780,1951,9671,24390,89,79,82,77,3102,7647,250,576,292,675,2018-09-30,"2018-09-30 00:00:00","2018-09-30 00:00:00","2018-09-30 23:56:33",1
28885133,"2018-09-30 15:00:00","Cardiff v Burnley",Cardiff,Burnley,81301.02,2.74,3.1,79,83,86,72,1200,2217,12469,16320,89,92,80,80,1773,1678,136,116,137,213,2018-09-29,"2018-09-29 00:00:00","2018-09-29 00:00:00","2018-09-29 23:56:33",2
28885131,"2018-09-29 16:30:00","Chelsea v Liverpool",Chelsea,Liverpool,239228.91,2.8,2.66,85,75,83,86,47442,39901,203830,348014,89,88,88,85,97161,223720,27987,30097,28101,47138,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",3
28885126,"2018-09-29 14:00:00","Arsenal v Watford",Arsenal,Watford,150077.28,1.5,7,78,76,77,85,25569,3003,219941,21526,81,87,78,74,108812,6711,13916,609,14707,696,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",1
28885127,"2018-09-29 14:00:00","Everton v Fulham",Everton,Fulham,77571.07,1.73,5,84,82,74,84,7363,3289,64392,21110,85,85,84,80,21886,4219,2167,437,2233,422,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",1
28885128,"2018-09-29 14:00:00","Huddersfield v Tottenham",Huddersfield,Tottenham,132537.2,8,1.51,82,78,79,66,1104,15965,13175,160492,87,71,80,84,4695,69492,1191,5172,1243,4981,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",2
28885129,"2018-09-29 14:00:00","Man City v Brighton","Man City",Brighton,118172.74,1.1,36,88,82,78,76,11090,1427,107110,14903,80,78,87,86,63129,5428,7930,566,8375,499,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",1
28885124,"2018-09-29 14:00:00","Newcastle v Leicester",Newcastle,"Leicester City",65181.22,2.68,2.98,63,81,50,78,6047,3737,68830,30975,81,87,81,84,6380,16234,530,1680,460,1798,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",2
28885125,"2018-09-29 14:00:00","Wolves v Southampton",Wolves,Southampton,114405.23,1.82,5.2,80,80,87,76,3958,1114,32402,11256,75,89,79,83,10631,5282,979,572,981,605,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",1
28885123,"2018-09-29 11:30:00","West Ham v Man Utd","West Ham","Man Utd",223838.18,4.7,1.86,79,41,70,63,7279,110730,51292,439330,68,72,78,53,16532,168565,1582,27092,2003,29777,2018-09-28,"2018-09-28 00:00:00","2018-09-28 00:00:00","2018-09-28 23:56:32",1
28875074,"2018-09-23 15:00:00","Arsenal v Everton",Arsenal,Everton,104468.99,1.46,7.4,80,83,74,75,30574,4908,217737,65036,79,85,86,85,100388,26820,12359,1622,12288,1564,2018-09-22,"2018-09-22 00:00:00","2018-09-22 00:00:00","2018-09-22 23:56:33",1
28875075,"2018-09-23 12:30:00","West Ham v Chelsea","West Ham",Chelsea,244557.83,5.7,1.62,77,81,65,85,3640,24029,47936,182755,62,88,75,85,20108,78356,1480,6966,1852,7180,2018-09-22,"2018-09-22 00:00:00","2018-09-22 00:00:00","2018-09-22 23:56:33",3
28875071,"2018-09-22 16:30:00","Brighton v Tottenham",Brighton,Tottenham,111041.8,5.1,1.76,80,49,78,68,1618,31708,16197,185445,78,73,86,79,5799,86556,558,5987,741,6667,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",2
28875082,"2018-09-22 14:00:00","Burnley v Bournemouth",Burnley,Bournemouth,54282.96,3.05,2.56,69,83,68,81,1225,870,18184,11126,87,82,84,86,1131,3492,78,333,174,433,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",1
28875081,"2018-09-22 14:00:00","C Palace v Newcastle","Crystal Palace",Newcastle,49252.22,2.2,3.8,85,66,75,49,2365,6026,26823,79204,83,80,77,86,12403,7810,962,425,1152,360,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",3
28875069,"2018-09-22 14:00:00","Cardiff v Man City",Cardiff,"Man City",160726.77,23,1.16,80,62,87,75,719,24725,12355,112384,84,78,86,69,1640,60523,154,10420,151,6489,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",2
28875080,"2018-09-22 14:00:00","Leicester v Huddersfield","Leicester City",Huddersfield,49720.84,1.67,6.4,82,85,79,77,1861,847,30998,14521,86,87,85,91,17675,3446,1180,390,1097,332,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",1
28875070,"2018-09-22 14:00:00","Liverpool v Southampton",Liverpool,Southampton,112666.2,1.2,18.5,88,77,87,76,85715,1212,329784,11083,84,91,90,86,224131,5459,29212,462,32409,784,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",1
28875072,"2018-09-22 14:00:00","Man Utd v Wolves","Man Utd",Wolves,374398.93,1.63,6.2,83,84,64,86,52670,2531,421240,33887,75,74,88,87,156749,9651,25030,735,24664,701,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",3
28875078,"2018-09-22 11:30:00","Fulham v Watford",Fulham,Watford,75622.91,2.58,2.94,86,81,88,87,1204,885,21884,21598,89,89,85,85,4951,5199,252,676,280,1067,2018-09-21,"2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 23:56:33",3
28854646,"2018-09-17 19:00:00","Southampton v Brighton",Southampton,Brighton,17954.06,2.12,4,80,78,79,82,668,1216,11400,18822,90,81,82,80,5406,6750,339,479,406,467,2018-09-16,"2018-09-16 00:00:00","2018-09-16 00:00:00","2018-09-16 23:56:33",3
28854644,"2018-09-16 15:00:00","Everton v West Ham",Everton,"West Ham",140776.04,2.04,3.85,80,73,80,57,6783,2666,68560,45485,86,54,83,61,32107,27719,5207,1159,4697,1171,2018-09-15,"2018-09-15 00:00:00","2018-09-15 00:00:00","2018-09-15 23:56:33",2
28854643,"2018-09-16 12:30:00","Wolves v Burnley",Wolves,Burnley,55367.75,1.76,5.8,85,80,83,74,2618,714,33699,20077,73,88,71,86,8436,1284,641,231,603,311,2018-09-15,"2018-09-15 00:00:00","2018-09-15 00:00:00","2018-09-15 23:56:33",1
28854635,"2018-09-15 16:30:00","Watford v Man Utd",Watford,"Man Utd",206423.19,4.3,1.97,84,73,88,53,1450,23081,21034,451413,90,63,84,76,5316,155098,854,11164,362,12329,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",2
28854641,"2018-09-15 14:00:00","Bournemouth v Leicester",Bournemouth,"Leicester City",31668.61,2.48,3.1,83,82,82,83,589,2652,11503,34609,82,87,80,88,3918,17928,208,1587,238,1864,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",1
28854640,"2018-09-15 14:00:00","Chelsea v Cardiff",Chelsea,Cardiff,84217.75,1.18,20,79,85,85,87,16043,611,201169,15397,87,85,85,83,80225,2926,7364,178,11648,189,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",1
28854639,"2018-09-15 14:00:00","Huddersfield v C Palace",Huddersfield,"Crystal Palace",46015.75,3.3,2.52,84,85,75,76,1152,2025,16238,33388,87,86,80,84,3289,14308,450,323,119,319,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",2
28854638,"2018-09-15 14:00:00","Man City v Fulham","Man City",Fulham,200927.11,1.12,28,81,85,80,88,7891,1390,123748,24119,83,88,79,81,68853,5478,4944,295,6104,273,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",1
28854637,"2018-09-15 14:00:00","Newcastle v Arsenal",Newcastle,Arsenal,95471.99,4.1,1.94,71,83,46,67,4839,15444,87821,242228,79,74,77,84,8615,115513,1660,7734,1723,7222,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",2
28854636,"2018-09-15 11:30:00","Tottenham v Liverpool",Tottenham,Liverpool,281644.63,3.05,2.42,80,88,78,87,15470,19286,172955,265276,75,84,64,89,98876,221050,14502,29492,25246,28745,2018-09-14,"2018-09-14 00:00:00","2018-09-14 00:00:00","2018-09-14 23:56:34",2
28852021,"2018-09-02 15:00:00","Burnley v Man Utd",Burnley,"Man Utd",57516.61,6,1.67,80,68,78,54,3993,53785,36208,612755,93,65,84,78,2491,154247,97,12320,110,16584,2018-09-01,"2018-09-01 00:00:00","2018-09-01 00:00:00","2018-09-01 23:56:33",2
28854366,"2018-09-02 15:00:00","Watford v Tottenham",Watford,Tottenham,59689.91,5.8,1.66,83,86,81,72,2838,28597,22907,213989,90,83,86,85,4233,82769,636,6994,596,10016,2018-09-01,"2018-09-01 00:00:00","2018-09-01 00:00:00","2018-09-01 23:56:33",1
28852020,"2018-09-02 12:30:00","Cardiff v Arsenal",Cardiff,Arsenal,90988.25,6.2,1.58,83,78,87,66,1388,22132,21987,339816,87,72,85,75,4817,121846,162,11883,185,11539,2018-09-01,"2018-09-01 00:00:00","2018-09-01 00:00:00","2018-09-01 23:56:33",2
28854367,"2018-09-01 16:30:00","Man City v Newcastle","Man City",Newcastle,99139.94,1.11,30,83,39,83,45,16058,17376,161329,129289,83,81,80,77,75010,10908,7161,901,7424,1302,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",1
28851429,"2018-09-01 14:00:00","Brighton v Fulham",Brighton,Fulham,32324.8,2.26,3.55,82,88,80,87,2161,3576,26162,46870,82,81,70,83,6540,14391,703,658,606,888,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",3
28851428,"2018-09-01 14:00:00","C Palace v Southampton","Crystal Palace",Southampton,80770.52,2.02,4.2,86,83,82,77,4028,1545,49248,17426,85,91,93,87,19081,8506,3336,1024,2750,871,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",2
28851426,"2018-09-01 14:00:00","Chelsea v Bournemouth",Chelsea,Bournemouth,76986.56,1.31,11,89,85,79,83,18944,1862,368121,18608,82,87,85,81,112255,5728,6240,488,7022,419,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",1
28851432,"2018-09-01 14:00:00","Everton v Huddersfield",Everton,Huddersfield,48372.71,1.53,8.2,85,76,81,77,9770,2955,135325,21184,86,91,87,89,45080,4586,4034,683,4830,667,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",3
28851430,"2018-09-01 14:00:00","West Ham v Wolves","West Ham",Wolves,58524.82,2.62,2.96,69,85,67,80,7731,5135,67786,60945,53,89,65,88,42110,9193,3840,1364,3984,672,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",2
28851425,"2018-09-01 11:30:00","Leicester v Liverpool","Leicester City",Liverpool,288267.41,7.8,1.44,82,88,82,89,4527,39833,53873,345963,87,84,84,82,20410,196138,2969,37124,2677,53727,2018-08-31,"2018-08-31 00:00:00","2018-08-31 00:00:00","2018-08-31 23:56:33",2
