event_id,open_date,event_name,home,away,total_matched,backp1_a,backp1_b,sentiment_score_st_a,sentiment_score_st_b,sentiment_score_lt_a,sentiment_score_lt_b,volume_st_a,volume_st_b,volume_lt_a,volume_lt_b,wgted_players_sentiment_a,wgted_players_sentiment_b,wgted_players_sentiment_st_a,wgted_players_sentiment_st_b,volume_players_a,volume_players_b,volume_players_st_a,volume_players_st_b,volume_players_st_previous_a,volume_players_st_previous_b,date_data,date_sentiment_a,date_sentiment_b,date_odds,final_result
29044022,"2018-12-22 15:00:00","West Ham v Watford","West Ham",Watford,37096.79,2.38,3.2,73,70,76,67,2354,737,38137,20023,71,89,71,76,18895,8962,1329,1224,1585,882,2018-12-21,"2018-12-21 00:00:00","2018-12-21 00:00:00","2018-12-28 23:56:39",1
29044028,"2018-12-22 12:30:00","Arsenal v Burnley",Arsenal,Burnley,95715.32,1.25,15.5,48,70,71,62,16399,624,316917,18051,76,78,59,70,161152,794,13536,95,12150,95,2018-12-21,"2018-12-21 00:00:00","2018-12-21 00:00:00","2018-12-28 23:56:39",1
29044030,"2018-12-21 20:00:00","Wolves v Liverpool",Wolves,Liverpool,321384.06,7.2,1.53,71,81,67,70,1648,16265,34760,358586,76,86,66,91,9800,231377,1310,32468,1324,40721,2018-12-20,"2018-12-20 00:00:00","2018-12-20 00:00:00","2018-12-27 23:56:39",2
29027114,"2018-12-16 16:00:00","Liverpool v Man Utd",Liverpool,"Man Utd",753060.76,1.6,6.6,76,41,69,45,36744,61440,382219,465021,86,62,87,55,222699,157427,39560,20491,48663,13646,2018-12-15,"2018-12-15 00:00:00","2018-12-15 00:00:00","2018-12-21 23:56:40",1
29027113,"2018-12-16 13:30:00","Brighton v Chelsea",Brighton,Chelsea,1052824.62,9,1.47,67,50,69,54,1205,19670,23691,244139,81,78,70,77,6643,82142,442,6758,330,7145,2018-12-15,"2018-12-15 00:00:00","2018-12-15 00:00:00","2018-12-21 23:56:40",2
29027116,"2018-12-16 13:30:00","Southampton v Arsenal",Southampton,Arsenal,1821416.58,4.4,1.84,68,79,53,73,2118,28307,47667,331167,61,80,70,84,8400,150151,274,14400,243,13847,2018-12-15,"2018-12-15 00:00:00","2018-12-15 00:00:00","2018-12-21 23:56:40",1
29027111,"2018-12-15 17:30:00","Fulham v West Ham",Fulham,"West Ham",9331.82,2.94,2.54,56,75,70,74,2162,3442,29965,41395,77,62,72,68,3175,21739,336,1584,333,1738,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",2
29027105,"2018-12-15 15:00:00","C Palace v Leicester","Crystal Palace","Leicester City",12198.59,2.7,2.98,65,76,58,71,2057,2394,30479,30709,77,73,73,72,5102,10521,244,579,273,627,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",1
29027106,"2018-12-15 15:00:00","Huddersfield v Newcastle",Huddersfield,Newcastle,5732.44,2.52,3.3,75,58,70,54,6921,6983,28804,70846,75,68,71,72,2717,3880,280,313,264,617,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",2
29027108,"2018-12-15 15:00:00","Tottenham v Burnley",Tottenham,Burnley,21167.09,1.2,17,75,71,69,59,52298,1335,209879,19993,76,73,83,70,61153,961,12768,179,13249,229,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",1
29027109,"2018-12-15 15:00:00","Watford v Cardiff",Watford,Cardiff,3328.23,1.67,5.9,72,67,69,79,2157,1000,22076,15384,88,85,76,74,7398,3630,720,402,1190,430,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",1
29027110,"2018-12-15 15:00:00","Wolves v Bournemouth",Wolves,Bournemouth,6056.04,2.04,4,76,75,67,80,2831,1677,36215,23668,72,91,70,71,8470,8903,805,301,964,242,2018-12-14,"2018-12-14 00:00:00","2018-12-14 00:00:00","2018-12-20 23:56:40",1
